Date,Natural_Gas,Crude_oil,Bitcoin,Ethereum,Nasdaq100,Apple,Tesla,Microsoft,Silver,Google,Nvidia,Berkshire,Netflix,Amazon,Meta,Gold
2/7/2021,111460,377530,78930,1390000,140170000,78950000,81290000,26470000,57340,26000000,34340000,1260,1980000,63530000,11520000,205860
1/7/2021,149420,615680,27410,1710000,151350000,52490000,55900000,16730000,54770,18110000,48010000,1010,2810000,40740000,17140000,171440
30-06-2021,187010,383630,107070,1900000,174740000,63260000,56770000,21660000,44640,24470000,32660000,1020,2770000,48080000,15110000,177890
29-06-2021,205480,321450,97270,898060,139360000,64560000,52140000,19940000,75840,23110000,36760000,1210,2310000,41970000,21420000,239910
28-06-2021,6840,354700,112000,2190000,152050000,62110000,64880000,19590000,42310,28530000,49540000,1630,2820000,44860000,29160000,160790
25-06-2021,39080,364720,193430,1650000,248910000,70780000,97490000,25610000,49170,34600000,27840000,1040,5300000,78820000,14590000,161200
24-06-2021,49400,334830,119250,1640000,146080000,68710000,137950000,21450000,53060,21370000,32090000,1220,3360000,76640000,12330000,152230
23-06-2021,75390,429210,173340,1770000,132780000,60210000,93300000,19520000,66100,19150000,33240000,1470,3940000,56270000,14820000,179270
22-06-2021,77090,29000,309650,2840000,149360000,74780000,57480000,24690000,54120,22390000,58010000,1320,5810000,66900000,15350000,172750
21-06-2021,103040,123660,256870,2690000,159460000,79660000,74440000,26700000,66360,27410000,67240000,1400,5280000,65540000,11340000,195520
18-06-2021,104940,139580,102840,778790,403490000,108950000,73680000,37200000,88180,46120000,96890000,1900,5200000,104950000,23040000,264610
17-06-2021,150050,373780,109580,1060000,190930000,96720000,68100000,27570000,156970,25850000,80970000,1780,3200000,102730000,17790000,385890
16-06-2021,111290,426780,123520,1370000,170770000,91820000,66430000,27220000,74310,26470000,30710000,1370,3530000,84060000,17230000,234100
15-06-2021,154410,336040,117550,1950000,139280000,62750000,53290000,18040000,63840,21560000,24300000,1200,3100000,48520000,15800000,155340
14-06-2021,113120,319640,157350,1790000,152380000,96910000,61270000,19150000,61120,22100000,32140000,2090,4400000,51390000,12250000,242300
11/6/2021,194490,563580,109150,587180,138260000,53520000,48620000,19000000,75340,21960000,41630000,1210,3120000,56350000,13590000,220460
10/6/2021,151570,492460,154320,1290000,161470000,71190000,71760000,24560000,82060,25910000,28780000,1350,4380000,69530000,13240000,250550
9/6/2021,131720,410820,209820,2320000,142010000,56880000,49750000,17940000,64180,17940000,38170000,1320,3060000,49110000,13730000,147330
8/6/2021,208580,441300,193540,75180,171520000,74400000,78160000,22450000,70190,24240000,32380000,1460,2370000,68330000,14580000,173600
7/6/2021,138840,365620,119500,3010000,158490000,71060000,67630000,23080000,63090,24120000,57580000,1810,2790000,44320000,20140000,146020
4/6/2021,118040,326250,127710,2470000,148480000,75170000,72110000,25280000,76800,24460000,61710000,1380,3160000,44990000,13290000,228830
3/6/2021,100520,351370,106440,1090000,157940000,76230000,90340000,25310000,106480,18700000,58000000,2040,3890000,47970000,12610000,278580
2/6/2021,114980,333000,96890,2600000,151450000,59280000,69910000,19410000,53890,21160000,59420000,1880,2270000,40290000,11650000,166040
28-05-2021,110000,390460,199580,3260000,164330000,71310000,68210000,18270000,66460,21490000,64450000,1340,2910000,46630000,12040000,198140
27-05-2021,123070,337540,122930,2390000,307940000,94630000,79110000,24430000,56810,35220000,58150000,1510,3250000,51220000,20480000,35790
26-05-2021,5090,376210,153800,2660000,153510000,56580000,85920000,17770000,65970,21570000,37040000,1460,2470000,47680000,9690000,170530
25-05-2021,38340,497390,163010,3280000,154430000,72010000,84020000,17700000,69310,22440000,43540000,1360,2700000,65220000,16440000,316670
24-05-2021,43510,466650,244880,3240000,154550000,63090000,103670000,21410000,51120,31830000,55480000,1340,2410000,48460000,16450000,183310
21-05-2021,58270,530830,315500,4230000,173170000,79300000,78090000,21860000,78640,40630000,67300000,1310,3320000,82100000,13600000,234290
20-05-2021,85090,29620,269750,4330000,185100000,76860000,92460000,21800000,55960,32350000,32160000,1610,3720000,52660000,17320000,223570
19-05-2021,100250,101900,607100,6420000,201190000,92610000,118740000,25740000,109070,23680000,34400000,1710,3350000,53590000,19110000,398210
18-05-2021,129180,167350,154960,2300000,160780000,63340000,110490000,20170000,77210,22200000,18630000,1270,2350000,56570000,14520000,229020
17-05-2021,169010,268480,274760,2850000,159030000,74250000,97170000,24970000,86800,21600000,21700000,1680,2710000,74480000,15400000,267710
14-05-2021,84200,383750,118840,2060000,175040000,81920000,100110000,23900000,58610,32000000,25860000,2090,2880000,66500000,19250000,224380
13-05-2021,96120,547690,236710,3210000,195420000,105860000,132550000,29620000,63630,33220000,28570000,2400,2720000,67140000,18080000,249930
12/5/2021,90580,508520,160740,2780000,219840000,112170000,101470000,36680000,77860,46380000,30340000,1780,4120000,98730000,24640000,339210
11/5/2021,107220,514950,96470,1270000,207660000,126140000,139510000,33640000,62130,34190000,28560000,2450,4400000,92400000,18920000,311100
10/5/2021,92280,448340,142610,2700000,217490000,88070000,94180000,29300000,65170,30910000,26890000,3190,5130000,116770000,24240000,269710
7/5/2021,102870,431420,110010,1350000,171700000,78970000,70410000,27030000,80780,28900000,22930000,2680,3130000,94210000,15920000,367700
6/5/2021,83810,389210,109020,1510000,192040000,78130000,83350000,26490000,90930,25190000,19340000,3210,3780000,88950000,19010000,287630
5/5/2021,90210,460070,119820,1870000,180300000,84000000,65710000,21900000,40710,26640000,29200000,2960,3130000,74230000,15580000,178810
4/5/2021,102050,370210,132330,2740000,221330000,137560000,89220000,32760000,76950,44820000,40530000,2630,4350000,108790000,24030000,246590
3/5/2021,101040,285970,89240,2320000,166870000,75140000,81130000,19630000,77320,28240000,20390000,3090,4090000,117510000,18720000,204540
30-04-2021,101570,400520,103740,1520000,211030000,109840000,122280000,30950000,55510,44860000,20190000,2100,4410000,140190000,26330000,167290
29-04-2021,123110,384490,83900,1650000,197090000,151100000,86540000,40590000,81330,41230000,17320000,2010,5130000,153650000,56530000,231520
28-04-2021,3250,387680,86960,1740000,199190000,107760000,66810000,46900000,62060,81110000,20940000,1590,3190000,92640000,33910000,198580
27-04-2021,41280,361540,84080,1450000,168170000,66020000,88310000,31010000,65270,44390000,16460000,1540,3760000,76540000,15310000,147950
26-04-2021,34310,366870,129760,1790000,161380000,66910000,93120000,19760000,59860,32040000,19780000,1870,4390000,97610000,16170000,143360
23-04-2021,50600,345410,214460,3460000,172090000,78760000,85240000,21500000,63840,29110000,22780000,1690,7310000,63930000,17560000,175850
22-04-2021,126330,344700,168130,3170000,172740000,84570000,106770000,25610000,84130,24150000,27780000,1850,9060000,51610000,16380000,163750
21-04-2021,99730,431490,100260,2100000,166850000,68850000,93650000,24030000,94210,23200000,21680000,1740,22900000,44220000,14860000,173970
20-04-2021,96680,33040,115490,1860000,161460000,94810000,106830000,19720000,70920,22290000,33410000,1660,11260000,52460000,16800000,169040
19-04-2021,105070,74380,117510,1900000,177420000,94260000,119060000,23210000,68090,30290000,40440000,2180,4290000,54510000,14550000,180730
16-04-2021,94880,87800,136850,2080000,194730000,84920000,83940000,24880000,58500,26280000,33520000,3020,3210000,63720000,13060000,173500
15-04-2021,135590,243370,76970,1910000,177920000,89350000,83550000,25630000,72560,29170000,59850000,1730,3140000,64670000,14560000,198140
14-04-2021,129020,419810,130430,2110000,161340000,87220000,147050000,23070000,56470,21000000,38550000,1780,3740000,62900000,17420000,145260
13-04-2021,166000,349730,126560,2380000,164970000,91270000,133960000,23840000,77440,25680000,67620000,1790,2720000,66320000,14040000,175590
12/4/2021,144320,410220,81880,2160000,178220000,91420000,87410000,27150000,65060,25020000,86930000,1950,2940000,65640000,10880000,125360
9/4/2021,121590,351440,59220,2470000,160650000,106690000,64310000,24330000,60530,26150000,19520000,1370,2890000,86830000,15990000,171400
8/4/2021,140800,419910,64780,1730000,163890000,88850000,71770000,23630000,65650,28660000,24440000,1140,4310000,56240000,20890000,144570
7/4/2021,132270,475540,110690,2300000,144110000,83470000,78930000,22720000,44350,24130000,25130000,280,2150000,66920000,22860000,122800
6/4/2021,142680,457350,77150,1930000,163840000,80170000,84820000,22930000,53640,35240000,19170000,1330,3470000,50760000,17340000,152600
5/4/2021,146890,438860,54130,2310000,178500000,88650000,125530000,36910000,39250,48510000,25570000,1810,3360000,66700000,28240000,101750
1/4/2021,116690,605570,69040,2080000,187350000,75090000,105900000,30340000,63170,39880000,30830000,1530,3940000,58810000,17620000,170430
31-03-2021,92080,414160,98060,2590000,247920000,118320000,100010000,43620000,65790,42570000,31480000,1730,3500000,61880000,19500000,210770
30-03-2021,100810,388190,86210,3030000,172810000,85670000,118300000,24790000,72660,27320000,20020000,1780,2420000,46750000,17470000,225870
29-03-2021,6540,449360,107910,1940000,199250000,80820000,85910000,25230000,52990,26490000,27350000,2020,3330000,54920000,21720000,135460
26-03-2021,35200,472000,100300,1640000,253000000,94070000,101560000,25480000,42080,27980000,36400000,1480,3470000,66260000,17630000,172940
25-03-2021,39050,580110,143350,1540000,216990000,98850000,117670000,34060000,86470,35620000,29510000,1690,4930000,71270000,24510000,226210
24-03-2021,48420,566290,137910,1880000,208060000,88530000,101390000,25620000,42910,25220000,24580000,1620,4100000,59180000,18680000,186520
23-03-2021,89370,712320,84840,1460000,203450000,95470000,91480000,31640000,63340,28510000,22200000,1540,5580000,76350000,23000000,226200
22-03-2021,108230,28260,95530,1580000,209330000,111910000,118540000,30130000,62030,33540000,29780000,2360,3360000,58040000,28270000,196310
19-03-2021,74380,84170,83980,1200000,575600000,185550000,128680000,46430000,51790,46070000,29920000,2460,4390000,92510000,38930000,213280
18-03-2021,143770,143600,102620,1530000,226020000,121470000,100110000,34850000,76400,31710000,29420000,2350,4100000,73140000,18750000,251760
17-03-2021,91680,254720,118260,1500000,220850000,111930000,121120000,29560000,55130,26380000,24390000,3300,2820000,62370000,21320000,220550
16-03-2021,99290,317540,128510,1810000,186930000,115230000,96590000,28090000,47610,31900000,27210000,2350,3240000,50780000,22440000,173890
15-03-2021,136040,378010,117710,1700000,180210000,92590000,88270000,26040000,48440,26210000,22250000,2990,3490000,58370000,16860000,163050
12/3/2021,104730,321710,116960,1520000,184560000,88110000,100750000,22650000,56880,33820000,24400000,2420,3980000,48440000,20600000,232210
11/3/2021,119770,441060,129630,1580000,211630000,103030000,108760000,29910000,55080,27700000,29990000,3100,4710000,55530000,21830000,215340
10/3/2021,93180,498490,140960,1660000,214220000,111940000,181820000,29750000,53390,27100000,38440000,4240,3770000,60250000,14210000,226890
9/3/2021,96800,554560,114060,1580000,252070000,129530000,202570000,33080000,69610,33920000,52180000,3180,3470000,80600000,22040000,248950
8/3/2021,130870,533380,68140,1970000,273330000,154380000,155360000,35270000,61340,36870000,54310000,2980,3980000,83700000,18390000,273910
5/3/2021,116200,573170,113640,1670000,302020000,153770000,268190000,41870000,79260,53100000,54280000,2490,5070000,107770000,26820000,269330
4/3/2021,138700,694630,9560,1700000,307810000,178160000,197760000,44730000,95000,49220000,57330000,2600,5030000,109630000,31630000,277450
3/3/2021,93790,465310,44930,1170000,230650000,112970000,90620000,34030000,82460,33890000,37760000,2360,5360000,79770000,15510000,255650
2/3/2021,109640,464130,102100,1740000,195310000,102260000,71200000,22810000,82140,25560000,26410000,2310,3040000,51920000,15190000,235960
1/3/2021,75970,456680,137520,1920000,207570000,116310000,81410000,25330000,71640,26060000,35320000,2900,3040000,54680000,22160000,241920
26-02-2021,132990,472720,189410,2130000,312550000,164560000,123270000,37820000,116750,40040000,50090000,1860,3760000,85520000,26620000,362550
25-02-2021,123990,510360,83220,1750000,260930000,148200000,117070000,39540000,109690,41550000,82440000,2240,4250000,90680000,19050000,316250
24-02-2021,6640,489930,153750,2190000,214770000,111040000,110300000,26340000,73500,22610000,44830000,2630,3250000,60230000,15740000,224060
23-02-2021,45700,570680,315070,3600000,261290000,158270000,199820000,30230000,104380,34660000,39180000,2930,4140000,93540000,21920000,191150
22-02-2021,39810,37040,244950,2680000,215670000,103920000,111810000,36450000,106240,29470000,32590000,1700,3080000,70310000,17430000,221200
19-02-2021,67060,102430,139430,1780000,193940000,87670000,56870000,25260000,96260,37940000,27170000,1320,2840000,86100000,25620000,251780
18-02-2021,171650,132040,94350,881870,169460000,96860000,53870000,16930000,84300,22570000,23410000,1260,2460000,60670000,15250000,224770
17-02-2021,218620,335420,140030,1690000,163370000,98090000,78240000,21670000,73030,20300000,27570000,490,2070000,66040000,12760000,257340
12/2/2021,190050,480820,133730,1750000,137790000,60150000,71310000,16560000,53470,18990000,37480000,450,2200000,46710000,9100000,171900
11/2/2021,261920,380450,145770,1560000,156640000,64280000,64870000,15750000,62160,20480000,45080000,180,2730000,46030000,12830000,147020
10/2/2021,266990,457540,151830,2010000,175910000,73050000,108650000,22190000,71170,25100000,48540000,250,3990000,63030000,14690000,176440
9/2/2021,196930,514700,193870,1940000,151600000,76770000,45470000,23560000,81810,21890000,28760000,560,3700000,44070000,14610000,154390
8/2/2021,194660,399720,248470,2170000,181110000,71300000,60490000,22210000,84380,28830000,43460000,310,2790000,65150000,13760000,177560
5/2/2021,270030,400830,100600,1800000,172270000,75690000,55700000,18050000,90320,29870000,16920000,280,2380000,72420000,12450000,205760
4/2/2021,186930,381400,151440,2340000,195080000,84180000,47440000,25300000,104910,48600000,20130000,380,5160000,73410000,16060000,279620
3/2/2021,158480,448690,131030,2270000,181610000,89880000,55030000,27160000,93580,97880000,24540000,160,3170000,141780000,14220000,137230
2/2/2021,236390,463720,120850,2730000,191130000,83310000,73040000,25920000,208630,66330000,22040000,420,3770000,141970000,17320000,236000
1/2/2021,243660,416070,126320,1650000,199890000,106240000,76170000,33310000,325630,40250000,21720000,290,3550000,83200000,22910000,242050
29-01-2021,133180,410910,297730,3330000,285520000,177520000,104970000,42500000,187560,44530000,27160000,260,4330000,85870000,30390000,276170
28-01-2021,159820,411410,167390,814310,259130000,142620000,79130000,49110000,190870,55280000,22830000,440,5970000,62980000,37760000,277590
27-01-2021,5520,442380,194350,2900000,332770000,140840000,82000000,69870000,96670,82510000,37130000,460,8670000,93200000,35350000,195540
26-01-2021,32230,314540,139840,2560000,183910000,98390000,69390000,49170000,52740,31460000,16400000,220,5020000,59100000,19370000,170260
25-01-2021,42990,349080,142430,2770000,221640000,157610000,123520000,33150000,73170,50590000,25110000,420,7210000,75000000,19090000,211980
22-01-2021,63830,437480,243090,2940000,185530000,114460000,60200000,30170000,75210,32740000,24680000,300,7550000,56440000,21950000,249720
21-01-2021,100320,352400,253270,2760000,195490000,120530000,61790000,30750000,59500,58660000,33830000,520,11840000,98900000,20840000,196940
20-01-2021,133440,37840,153610,3050000,209510000,104320000,77000000,37780000,80820,64150000,25860000,310,32640000,106200000,25200000,274400
15-01-2021,150990,165670,118420,2850000,244670000,111600000,116330000,31750000,106180,31440000,27780000,280,5900000,84880000,24940000,231110
14-01-2021,163040,390090,172400,1550000,198570000,90220000,93800000,29350000,84240,29210000,28310000,130,4180000,61420000,29740000,257660
13-01-2021,169240,429900,209930,2250000,207310000,88640000,99940000,20090000,58510,23430000,21000000,280,5030000,66420000,19530000,225990
12/1/2021,201430,400200,241930,3090000,184510000,91950000,138810000,23250000,65920,29530000,29150000,190,5990000,70290000,26450000,240660
11/1/2021,177250,394820,251040,4190000,196990000,100620000,178660000,23050000,106000,34810000,51900000,170,3810000,73380000,30410000,268360
8/1/2021,148730,499420,251290,2710000,220390000,105160000,225170000,22960000,186370,35480000,29250000,240,2970000,70750000,18530000,443510
7/1/2021,135480,369290,249600,2710000,215740000,109580000,154500000,27690000,69490,41940000,46150000,320,3690000,70290000,15790000,199980
6/1/2021,144690,509370,227560,3750000,243870000,155090000,134100000,35930000,129360,46590000,58040000,920,5350000,87900000,24350000,366610
5/1/2021,149830,643190,202130,3250000,175190000,97670000,96740000,23820000,67460,20360000,32280000,320,3130000,53110000,9870000,201950
4/1/2021,128380,528530,255270,5190000,242640000,143300000,145910000,37130000,113760,37320000,56060000,390,4440000,88230000,15110000,273370
31-12-2020,111110,181890,136690,1040000,158540000,99120000,148950000,20940000,39620,21070000,19240000,270,5390000,59140000,12900000,130630
30-12-2020,81790,266960,159820,1860000,136770000,96450000,128540000,20270000,47680,21030000,22540000,180,1880000,64190000,11800000,133660
29-12-2020,3270,213780,119570,1820000,155880000,121050000,68730000,17400000,64310,19730000,17040000,290,4020000,97460000,16380000,149270
28-12-2020,49280,238460,126980,2750000,144840000,124490000,96840000,17930000,81410,27650000,21260000,490,2890000,113740000,23300000,196760
24-12-2020,39990,167390,104590,1720000,72670000,54930000,68600000,10550000,35140,9310000,9790000,210,1140000,29040000,6700000,89410
23-12-2020,98710,344310,178470,2200000,145400000,88220000,99520000,18700000,65500,22970000,17910000,440,2390000,41880000,14330000,162540
22-12-2020,112740,295740,130750,2120000,176870000,169350000,155590000,22640000,108020,20380000,18630000,510,1910000,47640000,17340000,176020
21-12-2020,104270,27960,154690,1880000,216760000,121250000,174140000,37180000,133740,33970000,30230000,550,3890000,76740000,16550000,232050
18-12-2020,121680,83710,131800,2630000,682510000,192540000,666380000,63350000,70350,85260000,34210000,710,4500000,119910000,26690000,153230
17-12-2020,154240,96540,310740,3670000,178080000,94360000,168810000,32520000,97950,34880000,23140000,870,3190000,69490000,16380000,219870
16-12-2020,128970,275330,199810,3110000,184130000,98210000,126290000,35020000,97980,24680000,22310000,660,3680000,88550000,15880000,199680
15-12-2020,137600,311170,98390,1740000,194790000,157570000,135670000,27020000,62400,21370000,19350000,450,3400000,66470000,23980000,173610
14-12-2020,142940,403540,67110,1780000,206340000,79080000,156120000,28800000,55680,33050000,27020000,360,5770000,83120000,16380000,168490
11/12/2020,177710,367310,111530,30170000,170460000,86940000,139430000,30980000,50250,18630000,20930000,220,3210000,61290000,14390000,153800
10/12/2020,215460,447530,85310,19600000,182100000,81310000,201250000,26470000,58690,28690000,20780000,280,3020000,60600000,20070000,164800
9/12/2020,185150,434980,129720,9100000,227700000,115090000,213870000,32440000,84500,31730000,40130000,280,4180000,82020000,25190000,219590
8/12/2020,177630,332640,101410,8110000,168730000,82230000,192800000,23280000,58830,19940000,27190000,310,4230000,65730000,10750000,151790
7/12/2020,236670,348870,61980,7720000,169910000,86710000,168930000,24620000,83050,22290000,22320000,650,4290000,55030000,13010000,209040
4/12/2020,142530,335450,110630,48950000,168420000,78260000,88200000,24670000,68530,20540000,20220000,650,3670000,58270000,10880000,171260
3/12/2020,269560,350770,99970,24000000,180460000,78970000,127660000,25120000,73440,24730000,19950000,220,2830000,57840000,12920000,180360
2/12/2020,142880,368850,91920,16210000,176960000,89000000,143330000,23720000,76790,29420000,28340000,280,3030000,62590000,17360000,185320
1/12/2020,137670,314920,208720,49420000,227090000,128170000,121150000,30930000,89390,37360000,29760000,180,5060000,90890000,20780000,203650
30-11-2020,146180,370760,185590,51720000,354410000,169410000,189010000,33060000,95290,32420000,28700000,190,3530000,81280000,16690000,242730
25-11-2020,5630,417180,146120,14500000,164420000,76500000,146790000,21010000,57050,19600000,25990000,270,3600000,75810000,12470000,205750
24-11-2020,41700,418530,180790,41110000,211730000,113870000,160950000,33980000,106070,28010000,34650000,410,3560000,72040000,16930000,367880
23-11-2020,38780,300720,127350,49680000,189110000,127960000,150780000,25680000,106430,22550000,36140000,270,5420000,94180000,20990000,319660
20-11-2020,76190,29780,134420,30850000,192390000,73600000,98740000,22840000,76350,27710000,34110000,230,4260000,67600000,18120000,186170
19-11-2020,159960,88140,135940,12530000,179580000,74110000,187430000,24790000,94810,20110000,56590000,210,2250000,60210000,12960000,222350
18-11-2020,124470,107010,233430,18190000,200780000,76320000,234130000,28370000,82570,20110000,51090000,340,3630000,58340000,12150000,209000
17-11-2020,110710,243680,175870,7930000,194300000,74270000,183570000,24150000,57850,21320000,31200000,620,3700000,68890000,15040000,160880
16-11-2020,189360,378790,118090,5620000,213930000,91180000,80520000,24950000,81630,25470000,41380000,730,3950000,76170000,12970000,222940
13-11-2020,127130,338190,113750,9850000,169680000,81690000,59490000,18630000,60870,29760000,34680000,270,3010000,75250000,10400000,162540
12/11/2020,126610,401030,165540,9330000,181210000,103350000,59820000,21620000,62740,26490000,36660000,280,5070000,87420000,12910000,209930
11/11/2020,139900,443770,119070,15130000,186650000,112300000,52070000,29440000,76990,31840000,40470000,430,5460000,87340000,14960000,215170
10/11/2020,158190,457050,93360,20760000,260140000,138020000,90850000,44050000,87440,43020000,64410000,620,8310000,131820000,29070000,264870
9/11/2020,125980,622920,165040,28850000,318980000,154520000,104500000,44390000,168830,53440000,58300000,1060,10420000,143810000,25120000,496090
6/11/2020,186660,411030,186130,6530000,177200000,114460000,65120000,25230000,114860,28620000,38330000,220,4240000,92950000,13890000,246780
5/11/2020,173750,298370,227490,7040000,210410000,126390000,85240000,36080000,107650,39760000,31900000,180,5370000,115790000,23820000,297510
4/11/2020,145540,437000,140800,6170000,271400000,138240000,96430000,42310000,101890,71340000,41020000,220,5140000,136780000,35360000,293950
3/11/2020,184780,410610,108170,6730000,193870000,107620000,103060000,27510000,60020,31430000,27290000,350,3690000,97960000,17960000,171370
2/11/2020,156210,489200,97760,9430000,191980000,122870000,87060000,30840000,74900,44230000,29970000,190,4410000,145150000,27170000,164940
30-10-2020,146430,388970,108770,2810000,265830000,190570000,127760000,36980000,80570,99920000,41740000,210,7810000,167920000,47300000,213170
29-10-2020,168760,568820,111230,3040000,214420000,146130000,67970000,31430000,102570,55410000,32010000,190,11120000,131930000,32370000,225160
28-10-2020,4960,489950,144180,9960000,240120000,143940000,76350000,51200000,131770,45170000,37650000,500,5990000,111770000,23120000,297090
27-10-2020,57590,339540,128640,6290000,185900000,92280000,68060000,36700000,52480,25900000,25050000,160,3630000,85820000,16290000,153300
26-10-2020,35710,360180,89470,9060000,186910000,111850000,84720000,37110000,68930,35830000,33690000,310,6190000,118020000,21320000,166310
23-10-2020,73250,268930,73940,8180000,152720000,82570000,101150000,18880000,52730,30550000,23350000,290,4930000,69330000,17540000,172960
22-10-2020,93190,307490,113310,12650000,167160000,101990000,119980000,22350000,74440,30520000,29050000,160,7000000,84240000,16720000,215580
21-10-2020,154370,366900,197720,13610000,162020000,89950000,97110000,22720000,77690,60320000,21960000,180,17410000,91850000,29000000,201270
20-10-2020,119810,24520,94590,7460000,155090000,124420000,94970000,22750000,57370,41720000,22920000,160,10050000,90190000,18760000,163910
19-10-2020,150450,75340,73040,6850000,184090000,120640000,108860000,27630000,63700,29730000,29810000,290,7570000,104470000,13590000,159850
16-10-2020,146430,96490,71420,7590000,194990000,115390000,98330000,26060000,50590,34210000,24260000,160,6350000,129490000,16620000,146910
15-10-2020,150330,248250,70840,7930000,158290000,112560000,107020000,22730000,72420,31230000,26720000,140,5110000,104470000,15420000,213570
14-10-2020,184590,328300,59120,8080000,176430000,151060000,144140000,23450000,63470,33180000,27660000,280,9510000,116580000,15600000,188300
13-10-2020,178430,375470,64670,7920000,200440000,262330000,103390000,28950000,94210,39070000,34460000,260,5600000,114890000,18060000,267540
12/10/2020,179700,322040,84020,10390000,233330000,240230000,116370000,40460000,70140,55340000,43470000,170,5390000,167280000,31020000,157210
9/10/2020,207340,331700,70950,7850000,182990000,100510000,86780000,26460000,74750,32970000,34690000,190,4780000,98160000,14110000,229850
8/10/2020,198490,409790,79780,6850000,148360000,83480000,121260000,19930000,46730,26080000,37890000,320,5390000,63480000,16310000,185450
7/10/2020,211070,433070,49270,5770000,168070000,96850000,129380000,25680000,59070,36110000,41810000,210,7990000,86190000,23130000,188590
6/10/2020,149530,400530,69070,7320000,194810000,161500000,147440000,28550000,72230,26100000,78440000,280,4200000,101740000,18700000,219440
5/10/2020,195410,378580,48860,4960000,162990000,106240000,134170000,21330000,50310,21600000,47980000,250,4090000,75510000,12820000,177590
2/10/2020,163730,391430,77940,7270000,204690000,144710000,214290000,33150000,66340,31220000,55250000,320,6070000,112260000,16370000,212730
1/10/2020,155890,443440,95330,7930000,191860000,116120000,152220000,27160000,71450,32880000,52500000,570,8150000,99440000,20010000,262090
30-09-2020,145930,340290,55550,5430000,262850000,142680000,144440000,33830000,90770,40920000,68920000,680,4630000,97920000,20140000,259870
29-09-2020,196450,379600,59640,6260000,165930000,100060000,151020000,24460000,79190,31820000,62300000,610,3540000,70070000,20220000,217800
28-09-2020,3360,226430,72290,7770000,216540000,137670000,149160000,32000000,78580,30780000,57380000,490,4770000,84480000,18830000,235920
25-09-2020,40390,229030,71430,8470000,201770000,149980000,201630000,29440000,92920,30330000,58800000,180,3770000,92300000,18350000,230860
24-09-2020,60480,269990,82950,9400000,223640000,167740000,289680000,31200000,159010,34550000,73120000,300,3730000,110590000,20010000,345040
23-09-2020,100580,318750,74950,13880000,245500000,150720000,285220000,30800000,151990,37730000,64700000,240,3730000,113050000,19640000,411560
22-09-2020,102270,23220,63520,9290000,220920000,183060000,238740000,33520000,109440,33950000,64650000,340,3480000,138980000,30290000,282710
21-09-2020,256630,66200,109850,11410000,276560000,195710000,328430000,39840000,180810,56910000,72100000,470,5460000,122360000,24710000,386670
18-09-2020,146580,73760,63480,8950000,537370000,287100000,259220000,55230000,53090,63060000,69850000,750,6720000,177850000,28130000,176070
17-09-2020,238360,280670,77220,12850000,271150000,178010000,230340000,34010000,95310,40010000,79250000,430,5380000,128980000,31280000,273140
16-09-2020,119390,367610,94940,9060000,233920000,155030000,217640000,26370000,63700,22140000,55760000,630,4400000,90620000,29210000,298390
15-09-2020,114510,348860,91700,9060000,216660000,184640000,291890000,21820000,60450,23040000,72760000,350,5340000,80430000,18480000,239540
14-09-2020,151170,347560,96640,10340000,220450000,140150000,249060000,30380000,53420,42660000,120170000,510,7360000,90590000,24090000,200090
11/9/2020,123020,363790,62280,12530000,221400000,180860000,182150000,33620000,60570,30710000,63690000,400,5040000,101880000,18910000,205230
10/9/2020,139970,367560,88010,16500000,249800000,182270000,254790000,35460000,86960,33020000,69870000,420,6240000,106610000,24810000,271480
9/9/2020,201390,455360,71370,14070000,266990000,176940000,238400000,45680000,60070,39240000,73620000,390,6850000,103770000,22920000,227180
4/9/2020,165240,444180,12500000,25200000,364550000,332610000,330970000,59660000,114600,55850000,146370000,430,8270000,175640000,30330000,304740
3/9/2020,146080,417630,9650000,33590000,359310000,257600000,262790000,58400000,125570,63730000,94510000,620,9070000,163220000,32290000,303030
2/9/2020,257130,421770,20260000,30140000,273590000,200120000,288530000,34080000,126390,49520000,87400000,450,5890000,78630000,24340000,332590
1/9/2020,228380,285150,580690,10420000,228040000,152470000,270360000,25790000,115760,22680000,51250000,340,9580000,69530000,17320000,304890
31-08-2020,203890,236880,496140,7890000,298830000,225700000,355120000,28770000,91970,26420000,50080000,450,4940000,83720000,17350000,245110
28-08-2020,152900,272800,464940,6160000,166460000,187630000,301220000,26290000,103770,22420000,53720000,300,4420000,57940000,17170000,334100
27-08-2020,2600,320970,560590,7030000,181530000,155550000,355400000,57600000,131420,31350000,31760000,580,9060000,85300000,30300000,467170
26-08-2020,37630,262240,513060,6690000,182200000,163020000,213590000,39600000,137130,52190000,32120000,430,20370000,130170000,69020000,342210
25-08-2020,43870,330800,594070,8280000,154170000,211500000,159880000,23040000,100450,25150000,28910000,330,5730000,79860000,42130000,274110
24-08-2020,101300,294730,429130,6690000,178390000,345940000,300950000,25460000,122350,25640000,49060000,410,4760000,93330000,23690000,286260
21-08-2020,134960,345370,506380,7620000,191260000,338050000,322340000,36250000,160040,34850000,99990000,370,3920000,71520000,15540000,355070
20-08-2020,146660,27430,430930,6230000,159030000,126910000,309180000,26980000,153750,26380000,92140000,270,5130000,66650000,20300000,383340
19-08-2020,112840,81300,550260,8440000,166030000,145540000,183080000,27630000,212260,30470000,62260000,280,3160000,83700000,23290000,443260
